hospital_id,doctor_id,test_type,test_duration
24799,27799,Blood Test,59
24800,27800,X-Ray,26
24801,27801,X-Ray,51
24802,27802,CT Scan,146
24803,27803,X-Ray,172
24804,27804,CT Scan,176
24805,27805,CT Scan,45
24806,27806,X-Ray,96
24807,27807,CT Scan,134
24808,27808,MRI,19
24809,27809,CT Scan,94
24810,27810,X-Ray,21
24811,27811,Blood Test,96
24812,27812,Blood Test,44
24813,27813,X-Ray,168
24814,27814,X-Ray,40
24815,27815,X-Ray,158
24816,27816,CT Scan,177
24817,27817,Blood Test,148
24818,27818,Blood Test,73
24819,27819,X-Ray,24
24820,27820,X-Ray,21
24821,27821,CT Scan,64
24822,27822,X-Ray,36
24823,27823,MRI,162
24824,27824,MRI,145
24825,27825,Blood Test,152
24826,27826,Blood Test,113
24827,27827,Blood Test,121
24828,27828,CT Scan,39
24829,27829,X-Ray,34
24830,27830,MRI,60
24831,27831,Blood Test,37
24832,27832,X-Ray,70
24833,27833,CT Scan,25
24834,27834,CT Scan,148
24835,27835,Blood Test,157
24836,27836,MRI,165
24837,27837,X-Ray,116
24838,27838,CT Scan,33
24839,27839,X-Ray,26
24840,27840,X-Ray,26
24841,27841,CT Scan,137
24842,27842,Blood Test,165
24843,27843,Blood Test,60
24844,27844,X-Ray,86
24845,27845,Blood Test,153
24846,27846,Blood Test,135
24847,27847,MRI,84
24848,27848,Blood Test,25
24849,27849,CT Scan,48
24850,27850,Blood Test,112
24851,27851,CT Scan,171
24852,27852,Blood Test,134
24853,27853,CT Scan,82
24854,27854,Blood Test,64
24855,27855,X-Ray,141
24856,27856,Blood Test,93
24857,27857,Blood Test,94
24858,27858,X-Ray,29
24859,27859,Blood Test,171
24860,27860,X-Ray,156
24861,27861,Blood Test,132
24862,27862,Blood Test,123
24863,27863,MRI,129
24864,27864,Blood Test,92
24865,27865,CT Scan,134
24866,27866,MRI,34
24867,27867,X-Ray,27
24868,27868,Blood Test,144
24869,27869,MRI,94
24870,27870,X-Ray,116
24871,27871,MRI,144
24872,27872,CT Scan,41
24873,27873,Blood Test,110
24874,27874,X-Ray,94
24875,27875,Blood Test,125
24876,27876,CT Scan,17
24877,27877,CT Scan,151
24878,27878,Blood Test,90
24879,27879,X-Ray,137
24880,27880,X-Ray,153
24881,27881,Blood Test,159
24882,27882,MRI,128
24883,27883,Blood Test,120
24884,27884,CT Scan,19
24885,27885,X-Ray,76
24886,27886,Blood Test,150
24887,27887,CT Scan,116
24888,27888,X-Ray,120
24889,27889,CT Scan,126
24890,27890,MRI,145
24891,27891,X-Ray,83
24892,27892,MRI,20
24893,27893,MRI,74
24894,27894,CT Scan,111
24895,27895,Blood Test,21
24896,27896,Blood Test,171
24897,27897,X-Ray,106
24898,27898,Blood Test,43
24899,27899,X-Ray,39
24900,27900,X-Ray,17
24901,27901,MRI,120
24902,27902,CT Scan,102
24903,27903,Blood Test,17
24904,27904,CT Scan,57
24905,27905,CT Scan,165
24906,27906,MRI,86
24907,27907,Blood Test,40
24908,27908,Blood Test,58
24909,27909,CT Scan,20
24910,27910,X-Ray,171
24911,27911,MRI,39
24912,27912,MRI,111
24913,27913,Blood Test,27
24914,27914,CT Scan,35
24915,27915,CT Scan,122
24916,27916,MRI,159
24917,27917,Blood Test,35
24918,27918,X-Ray,26
24919,27919,CT Scan,92
24920,27920,CT Scan,158
24921,27921,MRI,157
24922,27922,CT Scan,74
24923,27923,Blood Test,99
24924,27924,CT Scan,128
24925,27925,MRI,103
24926,27926,CT Scan,84
24927,27927,MRI,71
24928,27928,CT Scan,59
24929,27929,CT Scan,79
24930,27930,CT Scan,29
24931,27931,X-Ray,80
24932,27932,X-Ray,106
24933,27933,X-Ray,177
24934,27934,CT Scan,113
24935,27935,X-Ray,169
24936,27936,CT Scan,175
24937,27937,X-Ray,49
24938,27938,Blood Test,101
24939,27939,CT Scan,155
24940,27940,CT Scan,108
24941,27941,Blood Test,120
24942,27942,CT Scan,100
24943,27943,CT Scan,96
24944,27944,Blood Test,97
24945,27945,MRI,69
24946,27946,MRI,52
24947,27947,CT Scan,81
24948,27948,MRI,48
24949,27949,MRI,90
24950,27950,Blood Test,137
24951,27951,MRI,171
24952,27952,X-Ray,72
24953,27953,X-Ray,122
24954,27954,X-Ray,121
24955,27955,Blood Test,41
24956,27956,CT Scan,162
24957,27957,Blood Test,129
24958,27958,CT Scan,160
24959,27959,CT Scan,35
24960,27960,CT Scan,174
24961,27961,CT Scan,81
24962,27962,CT Scan,22
24963,27963,MRI,69
24964,27964,Blood Test,71
24965,27965,MRI,127
24966,27966,MRI,48
24967,27967,Blood Test,92
24968,27968,CT Scan,57
24969,27969,CT Scan,138
24970,27970,CT Scan,111
24971,27971,X-Ray,155
24972,27972,MRI,62
24973,27973,X-Ray,179
24974,27974,MRI,110
24975,27975,CT Scan,118
24976,27976,Blood Test,108
24977,27977,X-Ray,57
24978,27978,Blood Test,80
24979,27979,X-Ray,77
24980,27980,MRI,86
24981,27981,Blood Test,179
24982,27982,MRI,81
24983,27983,Blood Test,49
24984,27984,CT Scan,127
24985,27985,Blood Test,103
24986,27986,MRI,173
24987,27987,CT Scan,57
24988,27988,Blood Test,116
24989,27989,CT Scan,146
24990,27990,X-Ray,90
24991,27991,CT Scan,86
24992,27992,Blood Test,161
24993,27993,Blood Test,112
24994,27994,CT Scan,153
24995,27995,Blood Test,108
24996,27996,CT Scan,171
24997,27997,MRI,142
24998,27998,CT Scan,33
24999,27999,Blood Test,162
25000,28000,CT Scan,151
25001,28001,MRI,125
25002,28002,X-Ray,87
25003,28003,X-Ray,25
25004,28004,Blood Test,94
25005,28005,CT Scan,101
25006,28006,MRI,124
25007,28007,X-Ray,77
25008,28008,Blood Test,23
25009,28009,X-Ray,103
25010,28010,Blood Test,110
25011,28011,X-Ray,98
25012,28012,MRI,156
25013,28013,Blood Test,155
25014,28014,CT Scan,55
25015,28015,CT Scan,57
25016,28016,X-Ray,67
25017,28017,X-Ray,116
25018,28018,MRI,68
25019,28019,X-Ray,39
25020,28020,MRI,126
25021,28021,Blood Test,25
25022,28022,Blood Test,87
25023,28023,CT Scan,96
25024,28024,MRI,20
25025,28025,CT Scan,163
25026,28026,X-Ray,67
25027,28027,Blood Test,89
25028,28028,Blood Test,66
25029,28029,CT Scan,126
25030,28030,X-Ray,151
25031,28031,MRI,54
25032,28032,MRI,166
25033,28033,CT Scan,81
25034,28034,X-Ray,139
25035,28035,CT Scan,39
25036,28036,MRI,152
25037,28037,MRI,177
25038,28038,X-Ray,106
25039,28039,X-Ray,48
25040,28040,X-Ray,85
25041,28041,MRI,44
25042,28042,X-Ray,28
25043,28043,MRI,98
25044,28044,CT Scan,174
25045,28045,Blood Test,16
25046,28046,X-Ray,115
25047,28047,Blood Test,59
25048,28048,CT Scan,66
25049,28049,CT Scan,41
25050,28050,Blood Test,129
25051,28051,CT Scan,136
25052,28052,CT Scan,96
25053,28053,CT Scan,67
25054,28054,Blood Test,29
25055,28055,MRI,46
25056,28056,X-Ray,144
25057,28057,Blood Test,85
25058,28058,Blood Test,162
25059,28059,Blood Test,167
25060,28060,CT Scan,129
25061,28061,CT Scan,148
25062,28062,MRI,41
25063,28063,X-Ray,106
25064,28064,X-Ray,49
25065,28065,X-Ray,139
25066,28066,X-Ray,98
25067,28067,X-Ray,89
25068,28068,CT Scan,53
25069,28069,CT Scan,30
25070,28070,Blood Test,61
25071,28071,CT Scan,129
25072,28072,Blood Test,32
25073,28073,Blood Test,135
25074,28074,Blood Test,163
25075,28075,Blood Test,162
25076,28076,X-Ray,46
25077,28077,MRI,70
25078,28078,Blood Test,177
25079,28079,Blood Test,122
25080,28080,CT Scan,82
25081,28081,Blood Test,69
25082,28082,CT Scan,107
25083,28083,CT Scan,31
25084,28084,X-Ray,31
25085,28085,Blood Test,141
25086,28086,CT Scan,169
25087,28087,CT Scan,63
25088,28088,MRI,140
25089,28089,CT Scan,129
25090,28090,MRI,145
25091,28091,X-Ray,128
25092,28092,CT Scan,19
25093,28093,CT Scan,109
25094,28094,X-Ray,47
25095,28095,Blood Test,152
25096,28096,CT Scan,88
25097,28097,X-Ray,104
25098,28098,Blood Test,30
25099,28099,X-Ray,137
25100,28100,MRI,67
25101,28101,X-Ray,40
25102,28102,X-Ray,136
25103,28103,X-Ray,112
25104,28104,Blood Test,48
25105,28105,MRI,161
25106,28106,X-Ray,19
25107,28107,X-Ray,25
25108,28108,Blood Test,27
25109,28109,X-Ray,15
25110,28110,MRI,46
25111,28111,MRI,139
25112,28112,Blood Test,94
25113,28113,X-Ray,130
25114,28114,Blood Test,28
25115,28115,Blood Test,145
25116,28116,CT Scan,105
25117,28117,Blood Test,49
25118,28118,MRI,45
25119,28119,MRI,132
25120,28120,CT Scan,142
25121,28121,CT Scan,94
25122,28122,MRI,83
25123,28123,CT Scan,175
25124,28124,CT Scan,36
25125,28125,MRI,26
25126,28126,MRI,26
25127,28127,CT Scan,49
25128,28128,MRI,133
25129,28129,MRI,174
25130,28130,Blood Test,176
25131,28131,Blood Test,174
25132,28132,CT Scan,145
25133,28133,CT Scan,121
25134,28134,X-Ray,22
25135,28135,MRI,45
25136,28136,MRI,52
25137,28137,X-Ray,165
25138,28138,Blood Test,179
25139,28139,CT Scan,124
25140,28140,MRI,103
25141,28141,MRI,103
25142,28142,CT Scan,101
25143,28143,CT Scan,144
25144,28144,X-Ray,118
25145,28145,X-Ray,71
25146,28146,Blood Test,60
25147,28147,MRI,66
25148,28148,X-Ray,59
25149,28149,X-Ray,40
25150,28150,CT Scan,55
25151,28151,CT Scan,35
25152,28152,MRI,72
25153,28153,X-Ray,43
25154,28154,CT Scan,133
25155,28155,Blood Test,137
25156,28156,MRI,159
25157,28157,MRI,59
25158,28158,MRI,100
25159,28159,X-Ray,100
25160,28160,MRI,48
25161,28161,X-Ray,86
25162,28162,X-Ray,121
25163,28163,CT Scan,133
25164,28164,X-Ray,69
25165,28165,Blood Test,103
25166,28166,MRI,165
25167,28167,X-Ray,51
25168,28168,MRI,68
25169,28169,Blood Test,102
25170,28170,CT Scan,150
25171,28171,CT Scan,167
25172,28172,CT Scan,170
25173,28173,Blood Test,145
25174,28174,MRI,78
25175,28175,X-Ray,131
25176,28176,Blood Test,72
25177,28177,CT Scan,107
25178,28178,CT Scan,70
25179,28179,X-Ray,165
25180,28180,X-Ray,36
25181,28181,Blood Test,37
25182,28182,MRI,73
25183,28183,X-Ray,62
25184,28184,X-Ray,95
25185,28185,X-Ray,104
25186,28186,MRI,95
25187,28187,Blood Test,112
25188,28188,CT Scan,66
25189,28189,X-Ray,102
25190,28190,Blood Test,97
25191,28191,X-Ray,69
25192,28192,Blood Test,74
25193,28193,CT Scan,22
25194,28194,CT Scan,121
25195,28195,MRI,37
25196,28196,X-Ray,48
25197,28197,X-Ray,34
25198,28198,Blood Test,155
25199,28199,X-Ray,25
25200,28200,Blood Test,102
25201,28201,X-Ray,101
25202,28202,MRI,135
25203,28203,CT Scan,152
25204,28204,Blood Test,87
25205,28205,CT Scan,137
25206,28206,X-Ray,41
25207,28207,Blood Test,49
25208,28208,Blood Test,71
25209,28209,X-Ray,59
25210,28210,MRI,148
25211,28211,Blood Test,165
25212,28212,X-Ray,106
25213,28213,MRI,158
25214,28214,MRI,141
25215,28215,CT Scan,64
25216,28216,X-Ray,120
25217,28217,MRI,76
25218,28218,X-Ray,115
25219,28219,X-Ray,71
25220,28220,MRI,50
25221,28221,CT Scan,57
25222,28222,MRI,30
25223,28223,Blood Test,147
25224,28224,X-Ray,80
25225,28225,CT Scan,62
25226,28226,Blood Test,133
25227,28227,MRI,127
25228,28228,Blood Test,103
25229,28229,CT Scan,18
25230,28230,Blood Test,73
25231,28231,CT Scan,141
25232,28232,X-Ray,117
25233,28233,CT Scan,18
25234,28234,MRI,109
25235,28235,MRI,131
25236,28236,X-Ray,51
25237,28237,MRI,134
25238,28238,MRI,144
25239,28239,CT Scan,133
25240,28240,Blood Test,155
25241,28241,Blood Test,56
25242,28242,X-Ray,57
25243,28243,CT Scan,136
25244,28244,X-Ray,80
25245,28245,CT Scan,127
25246,28246,CT Scan,39
25247,28247,CT Scan,96
25248,28248,MRI,76
25249,28249,Blood Test,20
25250,28250,X-Ray,71
25251,28251,CT Scan,85
25252,28252,MRI,107
25253,28253,CT Scan,57
25254,28254,Blood Test,145
25255,28255,CT Scan,174
25256,28256,MRI,74
25257,28257,MRI,95
25258,28258,X-Ray,20
25259,28259,CT Scan,100
25260,28260,Blood Test,65
25261,28261,MRI,133
25262,28262,MRI,75
25263,28263,CT Scan,63
25264,28264,MRI,87
25265,28265,MRI,132
25266,28266,Blood Test,27
25267,28267,X-Ray,135
25268,28268,CT Scan,111
25269,28269,MRI,69
25270,28270,Blood Test,122
25271,28271,Blood Test,166
25272,28272,CT Scan,115
25273,28273,CT Scan,88
25274,28274,MRI,68
25275,28275,Blood Test,142
25276,28276,CT Scan,165
25277,28277,MRI,135
25278,28278,MRI,54
25279,28279,MRI,138
25280,28280,X-Ray,141
25281,28281,Blood Test,118
25282,28282,Blood Test,163
25283,28283,X-Ray,110
25284,28284,X-Ray,85
25285,28285,CT Scan,168
25286,28286,CT Scan,59
25287,28287,Blood Test,34
25288,28288,Blood Test,53
25289,28289,MRI,70
25290,28290,CT Scan,54
25291,28291,CT Scan,36
25292,28292,CT Scan,63
25293,28293,Blood Test,31
25294,28294,CT Scan,100
25295,28295,Blood Test,179
25296,28296,Blood Test,51
25297,28297,CT Scan,135
25298,28298,X-Ray,56
25299,28299,Blood Test,42
25300,28300,CT Scan,151
25301,28301,CT Scan,118
25302,28302,Blood Test,85
25303,28303,X-Ray,176
25304,28304,Blood Test,112
25305,28305,Blood Test,32
25306,28306,Blood Test,139
25307,28307,CT Scan,77
25308,28308,Blood Test,66
25309,28309,CT Scan,122
25310,28310,Blood Test,177
25311,28311,MRI,150
25312,28312,CT Scan,95
25313,28313,MRI,160
25314,28314,MRI,131
25315,28315,CT Scan,61
25316,28316,MRI,57
25317,28317,X-Ray,41
25318,28318,CT Scan,178
25319,28319,MRI,23
25320,28320,MRI,98
25321,28321,Blood Test,164
25322,28322,X-Ray,52
25323,28323,X-Ray,158
25324,28324,X-Ray,140
25325,28325,X-Ray,108
25326,28326,Blood Test,86
25327,28327,CT Scan,23
25328,28328,CT Scan,85
25329,28329,MRI,130
25330,28330,CT Scan,28
25331,28331,CT Scan,21
25332,28332,X-Ray,16
25333,28333,X-Ray,102
25334,28334,MRI,159
25335,28335,Blood Test,18
25336,28336,MRI,177
25337,28337,MRI,43
25338,28338,Blood Test,166
25339,28339,MRI,177
25340,28340,Blood Test,84
25341,28341,MRI,140
25342,28342,Blood Test,172
25343,28343,CT Scan,68
25344,28344,X-Ray,110
25345,28345,CT Scan,104
25346,28346,MRI,122
25347,28347,MRI,170
25348,28348,X-Ray,151
25349,28349,X-Ray,42
25350,28350,X-Ray,106
25351,28351,CT Scan,95
25352,28352,MRI,80
25353,28353,X-Ray,92
25354,28354,CT Scan,65
25355,28355,MRI,22
25356,28356,Blood Test,156
25357,28357,CT Scan,173
25358,28358,MRI,118
25359,28359,CT Scan,164
25360,28360,Blood Test,123
25361,28361,X-Ray,170
25362,28362,CT Scan,169
25363,28363,MRI,84
25364,28364,X-Ray,122
25365,28365,Blood Test,79
25366,28366,CT Scan,35
25367,28367,CT Scan,90
25368,28368,MRI,104
25369,28369,MRI,125
25370,28370,CT Scan,18
25371,28371,MRI,89
25372,28372,X-Ray,59
25373,28373,MRI,47
25374,28374,MRI,104
25375,28375,X-Ray,17
25376,28376,Blood Test,114
25377,28377,X-Ray,35
25378,28378,Blood Test,75
25379,28379,Blood Test,64
25380,28380,MRI,134
25381,28381,CT Scan,29
25382,28382,MRI,49
25383,28383,CT Scan,128
25384,28384,CT Scan,158
25385,28385,Blood Test,89
25386,28386,Blood Test,103
25387,28387,MRI,61
25388,28388,X-Ray,83
25389,28389,MRI,84
25390,28390,Blood Test,111
25391,28391,Blood Test,61
25392,28392,X-Ray,80
25393,28393,X-Ray,41
25394,28394,X-Ray,62
25395,28395,CT Scan,84
25396,28396,X-Ray,112
25397,28397,Blood Test,35
25398,28398,CT Scan,26
25399,28399,Blood Test,44
25400,28400,Blood Test,113
25401,28401,MRI,164
25402,28402,MRI,117
25403,28403,CT Scan,72
25404,28404,Blood Test,71
25405,28405,CT Scan,20
25406,28406,MRI,72
25407,28407,MRI,94
25408,28408,MRI,168
25409,28409,CT Scan,135
25410,28410,CT Scan,141
25411,28411,CT Scan,68
25412,28412,Blood Test,119
25413,28413,CT Scan,71
25414,28414,X-Ray,44
25415,28415,X-Ray,137
25416,28416,MRI,87
25417,28417,MRI,90
25418,28418,X-Ray,59
25419,28419,CT Scan,154
25420,28420,X-Ray,28
25421,28421,CT Scan,33
25422,28422,X-Ray,93
25423,28423,X-Ray,32
25424,28424,MRI,81
25425,28425,X-Ray,111
25426,28426,MRI,152
25427,28427,Blood Test,79
25428,28428,CT Scan,115
25429,28429,Blood Test,38
25430,28430,Blood Test,131
25431,28431,Blood Test,20
25432,28432,Blood Test,93
25433,28433,X-Ray,167
25434,28434,Blood Test,48
25435,28435,Blood Test,48
25436,28436,X-Ray,51
25437,28437,X-Ray,66
25438,28438,MRI,166
25439,28439,Blood Test,164
25440,28440,MRI,31
25441,28441,CT Scan,92
25442,28442,X-Ray,124
25443,28443,X-Ray,46
25444,28444,Blood Test,128
25445,28445,X-Ray,16
25446,28446,MRI,61
25447,28447,MRI,154
25448,28448,X-Ray,27
25449,28449,MRI,33
25450,28450,MRI,117
25451,28451,MRI,74
25452,28452,CT Scan,70
25453,28453,CT Scan,149
25454,28454,MRI,157
25455,28455,X-Ray,88
25456,28456,X-Ray,46
25457,28457,MRI,49
25458,28458,CT Scan,28
25459,28459,MRI,99
25460,28460,CT Scan,179
25461,28461,CT Scan,134
25462,28462,MRI,133
25463,28463,X-Ray,71
25464,28464,Blood Test,111
25465,28465,CT Scan,62
25466,28466,Blood Test,84
25467,28467,Blood Test,128
25468,28468,CT Scan,56
25469,28469,CT Scan,90
25470,28470,MRI,141
25471,28471,X-Ray,141
25472,28472,CT Scan,110
25473,28473,Blood Test,134
25474,28474,CT Scan,68
25475,28475,MRI,147
25476,28476,X-Ray,158
25477,28477,CT Scan,145
25478,28478,Blood Test,156
25479,28479,Blood Test,45
25480,28480,X-Ray,179
25481,28481,Blood Test,44
25482,28482,MRI,107
25483,28483,MRI,49
25484,28484,X-Ray,19
25485,28485,Blood Test,131
25486,28486,CT Scan,96
25487,28487,X-Ray,42
25488,28488,X-Ray,124
25489,28489,MRI,57
25490,28490,CT Scan,149
25491,28491,MRI,24
25492,28492,X-Ray,79
25493,28493,MRI,76
25494,28494,X-Ray,24
25495,28495,MRI,142
25496,28496,MRI,77
25497,28497,X-Ray,98
25498,28498,X-Ray,142
25499,28499,X-Ray,85
25500,28500,Blood Test,22
25501,28501,X-Ray,56
25502,28502,CT Scan,54
25503,28503,X-Ray,108
25504,28504,X-Ray,126
25505,28505,MRI,139
25506,28506,Blood Test,19
25507,28507,MRI,117
25508,28508,MRI,108
25509,28509,X-Ray,70
25510,28510,Blood Test,148
25511,28511,Blood Test,97
25512,28512,CT Scan,134
25513,28513,X-Ray,138
25514,28514,CT Scan,116
25515,28515,CT Scan,173
25516,28516,MRI,100
25517,28517,Blood Test,112
25518,28518,MRI,157
25519,28519,X-Ray,42
25520,28520,Blood Test,89
25521,28521,X-Ray,145
25522,28522,MRI,106
25523,28523,CT Scan,61
25524,28524,CT Scan,60
25525,28525,MRI,29
25526,28526,Blood Test,86
25527,28527,Blood Test,18
25528,28528,MRI,103
25529,28529,MRI,28
25530,28530,CT Scan,70
25531,28531,X-Ray,42
25532,28532,Blood Test,84
25533,28533,MRI,132
25534,28534,X-Ray,45
25535,28535,MRI,118
25536,28536,MRI,18
25537,28537,X-Ray,92
25538,28538,X-Ray,176
25539,28539,CT Scan,70
25540,28540,MRI,146
25541,28541,X-Ray,34
25542,28542,CT Scan,76
25543,28543,CT Scan,66
25544,28544,X-Ray,133
25545,28545,X-Ray,67
25546,28546,CT Scan,81
25547,28547,Blood Test,109
25548,28548,MRI,165
25549,28549,Blood Test,133
25550,28550,CT Scan,45
25551,28551,Blood Test,96
25552,28552,MRI,81
25553,28553,CT Scan,54
25554,28554,X-Ray,63
25555,28555,MRI,141
25556,28556,MRI,168
25557,28557,CT Scan,155
25558,28558,MRI,132
25559,28559,Blood Test,177
25560,28560,CT Scan,146
25561,28561,X-Ray,94
25562,28562,CT Scan,93
25563,28563,MRI,137
25564,28564,Blood Test,37
25565,28565,Blood Test,26
25566,28566,X-Ray,154
25567,28567,Blood Test,109
25568,28568,CT Scan,110
25569,28569,X-Ray,43
25570,28570,Blood Test,60
25571,28571,X-Ray,76
25572,28572,MRI,140
25573,28573,MRI,134
25574,28574,Blood Test,157
25575,28575,CT Scan,95
25576,28576,CT Scan,163
25577,28577,CT Scan,82
25578,28578,MRI,37
25579,28579,MRI,56
25580,28580,MRI,84
25581,28581,X-Ray,53
25582,28582,X-Ray,109
25583,28583,X-Ray,61
25584,28584,Blood Test,168
25585,28585,CT Scan,39
25586,28586,CT Scan,83
25587,28587,X-Ray,51
25588,28588,X-Ray,88
25589,28589,MRI,173
25590,28590,CT Scan,135
25591,28591,X-Ray,176
25592,28592,MRI,105
25593,28593,Blood Test,106
25594,28594,Blood Test,108
25595,28595,X-Ray,141
25596,28596,Blood Test,38
25597,28597,MRI,136
25598,28598,X-Ray,37
25599,28599,MRI,69
25600,28600,MRI,111
25601,28601,Blood Test,109
25602,28602,X-Ray,18
25603,28603,X-Ray,95
25604,28604,X-Ray,140
25605,28605,Blood Test,116
25606,28606,X-Ray,86
25607,28607,CT Scan,156
25608,28608,MRI,18
25609,28609,CT Scan,125
25610,28610,MRI,23
25611,28611,CT Scan,119
25612,28612,MRI,67
25613,28613,X-Ray,42
25614,28614,MRI,41
25615,28615,CT Scan,173
25616,28616,MRI,160
25617,28617,X-Ray,90
25618,28618,X-Ray,135
25619,28619,CT Scan,163
25620,28620,MRI,19
25621,28621,MRI,155
25622,28622,Blood Test,81
25623,28623,MRI,18
25624,28624,Blood Test,158
25625,28625,CT Scan,101
25626,28626,Blood Test,95
25627,28627,X-Ray,115
25628,28628,CT Scan,151
25629,28629,Blood Test,40
25630,28630,CT Scan,62
25631,28631,CT Scan,34
25632,28632,X-Ray,52
25633,28633,Blood Test,42
25634,28634,X-Ray,170
25635,28635,CT Scan,179
25636,28636,CT Scan,30
25637,28637,MRI,79
25638,28638,Blood Test,54
25639,28639,X-Ray,121
25640,28640,MRI,51
25641,28641,X-Ray,82
25642,28642,CT Scan,66
25643,28643,MRI,23
25644,28644,Blood Test,41
25645,28645,CT Scan,15
25646,28646,Blood Test,138
25647,28647,X-Ray,123
25648,28648,Blood Test,26
25649,28649,X-Ray,95
25650,28650,CT Scan,136
25651,28651,CT Scan,88
25652,28652,MRI,84
25653,28653,CT Scan,25
25654,28654,MRI,178
25655,28655,CT Scan,57
25656,28656,MRI,114
25657,28657,Blood Test,109
25658,28658,Blood Test,17
25659,28659,X-Ray,58
25660,28660,Blood Test,51
25661,28661,Blood Test,146
25662,28662,Blood Test,112
25663,28663,Blood Test,83
25664,28664,Blood Test,70
25665,28665,Blood Test,44
25666,28666,Blood Test,60
25667,28667,Blood Test,15
25668,28668,Blood Test,32
25669,28669,Blood Test,105
25670,28670,Blood Test,33
25671,28671,Blood Test,149
25672,28672,MRI,70
25673,28673,MRI,40
25674,28674,MRI,156
25675,28675,X-Ray,155
25676,28676,X-Ray,148
25677,28677,Blood Test,26
25678,28678,X-Ray,28
25679,28679,Blood Test,133
25680,28680,Blood Test,47
25681,28681,MRI,68
25682,28682,MRI,155
25683,28683,CT Scan,60
25684,28684,X-Ray,141
25685,28685,CT Scan,76
25686,28686,CT Scan,94
25687,28687,X-Ray,91
25688,28688,X-Ray,106
25689,28689,CT Scan,54
25690,28690,CT Scan,134
25691,28691,MRI,125
25692,28692,MRI,117
25693,28693,CT Scan,157
25694,28694,CT Scan,43
25695,28695,MRI,155
25696,28696,CT Scan,20
25697,28697,CT Scan,144
25698,28698,X-Ray,167
25699,28699,Blood Test,61
25700,28700,X-Ray,39
25701,28701,Blood Test,179
25702,28702,X-Ray,66
25703,28703,CT Scan,24
25704,28704,CT Scan,98
25705,28705,MRI,30
25706,28706,MRI,78
25707,28707,Blood Test,42
25708,28708,X-Ray,166
25709,28709,CT Scan,56
25710,28710,CT Scan,158
25711,28711,Blood Test,71
25712,28712,MRI,69
25713,28713,CT Scan,137
25714,28714,Blood Test,55
25715,28715,CT Scan,152
25716,28716,Blood Test,75
25717,28717,CT Scan,59
25718,28718,MRI,160
25719,28719,X-Ray,110
25720,28720,MRI,33
25721,28721,CT Scan,176
25722,28722,Blood Test,126
25723,28723,CT Scan,47
25724,28724,X-Ray,159
25725,28725,Blood Test,48
25726,28726,Blood Test,33
25727,28727,X-Ray,179
25728,28728,CT Scan,26
25729,28729,CT Scan,19
25730,28730,MRI,179
25731,28731,Blood Test,39
25732,28732,CT Scan,148
25733,28733,CT Scan,144
25734,28734,CT Scan,91
25735,28735,Blood Test,83
25736,28736,CT Scan,85
25737,28737,Blood Test,23
25738,28738,CT Scan,96
25739,28739,Blood Test,119
25740,28740,MRI,109
25741,28741,X-Ray,92
25742,28742,Blood Test,134
25743,28743,CT Scan,166
25744,28744,CT Scan,106
25745,28745,CT Scan,160
25746,28746,MRI,81
25747,28747,X-Ray,173
25748,28748,X-Ray,110
25749,28749,MRI,161
25750,28750,X-Ray,157
25751,28751,CT Scan,165
25752,28752,MRI,76
25753,28753,MRI,56
25754,28754,CT Scan,126
25755,28755,CT Scan,76
25756,28756,X-Ray,15
25757,28757,CT Scan,105
25758,28758,Blood Test,70
25759,28759,CT Scan,32
25760,28760,X-Ray,123
25761,28761,X-Ray,26
25762,28762,Blood Test,142
25763,28763,X-Ray,165
25764,28764,MRI,28
25765,28765,CT Scan,16
25766,28766,CT Scan,34
25767,28767,CT Scan,33
25768,28768,Blood Test,67
25769,28769,X-Ray,19
25770,28770,CT Scan,85
25771,28771,Blood Test,105
25772,28772,X-Ray,94
25773,28773,X-Ray,166
25774,28774,Blood Test,162
25775,28775,X-Ray,152
25776,28776,Blood Test,166
25777,28777,Blood Test,135
25778,28778,Blood Test,121
25779,28779,CT Scan,56
25780,28780,Blood Test,132
25781,28781,CT Scan,163
25782,28782,CT Scan,84
25783,28783,X-Ray,175
25784,28784,CT Scan,135
25785,28785,MRI,73
25786,28786,CT Scan,89
25787,28787,Blood Test,62
25788,28788,CT Scan,32
25789,28789,X-Ray,110
25790,28790,CT Scan,117
25791,28791,X-Ray,97
25792,28792,Blood Test,154
25793,28793,CT Scan,161
25794,28794,MRI,107
25795,28795,Blood Test,47
25796,28796,Blood Test,92
25797,28797,MRI,25
25798,28798,CT Scan,101
25799,28799,X-Ray,85
25800,28800,Blood Test,81
25801,28801,CT Scan,117
25802,28802,MRI,30
25803,28803,MRI,101
25804,28804,Blood Test,160
25805,28805,Blood Test,108
25806,28806,CT Scan,162
25807,28807,CT Scan,161
25808,28808,X-Ray,143
25809,28809,CT Scan,15
25810,28810,CT Scan,90
25811,28811,MRI,73
25812,28812,X-Ray,39
25813,28813,Blood Test,27
25814,28814,CT Scan,15
25815,28815,CT Scan,160
25816,28816,CT Scan,61
25817,28817,MRI,118
25818,28818,Blood Test,28
25819,28819,Blood Test,50
25820,28820,MRI,122
25821,28821,CT Scan,123
25822,28822,MRI,54
25823,28823,X-Ray,140
25824,28824,CT Scan,15
25825,28825,MRI,92
25826,28826,Blood Test,142
25827,28827,X-Ray,118
25828,28828,MRI,77
25829,28829,X-Ray,138
25830,28830,MRI,16
