hospital_id,doctor_id,test_type,test_duration
17524,20524,0,173
17525,20525,3,47
17526,20526,3,142
17527,20527,2,128
17528,20528,3,175
17529,20529,0,28
17530,20530,0,88
17531,20531,0,97
17532,20532,1,108
17533,20533,2,176
17534,20534,0,117
17535,20535,0,130
17536,20536,0,176
17537,20537,0,23
17538,20538,1,95
17539,20539,3,57
17540,20540,0,126
17541,20541,0,178
17542,20542,2,171
17543,20543,1,120
17544,20544,1,112
17545,20545,2,108
17546,20546,0,178
17547,20547,2,153
17548,20548,0,44
17549,20549,1,121
17550,20550,0,136
17551,20551,1,122
17552,20552,3,52
17553,20553,3,59
17554,20554,2,103
17555,20555,0,148
17556,20556,0,79
17557,20557,3,61
17558,20558,1,64
17559,20559,0,91
17560,20560,3,107
17561,20561,2,84
17562,20562,1,106
17563,20563,2,60
17564,20564,2,91
17565,20565,0,58
17566,20566,1,167
17567,20567,1,132
17568,20568,3,167
17569,20569,3,49
17570,20570,3,108
17571,20571,2,153
17572,20572,3,168
17573,20573,1,174
17574,20574,2,58
17575,20575,0,41
17576,20576,3,43
17577,20577,2,134
17578,20578,1,61
17579,20579,1,44
17580,20580,0,54
17581,20581,3,136
17582,20582,3,65
17583,20583,2,155
17584,20584,0,86
17585,20585,2,60
17586,20586,2,138
17587,20587,2,126
17588,20588,1,145
17589,20589,2,31
17590,20590,1,99
17591,20591,2,36
17592,20592,0,74
17593,20593,2,84
17594,20594,3,170
17595,20595,1,82
17596,20596,2,18
17597,20597,2,20
17598,20598,3,80
17599,20599,1,155
17600,20600,3,144
17601,20601,2,81
17602,20602,0,78
17603,20603,0,143
17604,20604,3,151
17605,20605,1,166
17606,20606,2,122
17607,20607,1,155
17608,20608,0,29
17609,20609,3,25
17610,20610,3,108
17611,20611,1,90
17612,20612,3,69
17613,20613,3,166
17614,20614,2,124
17615,20615,0,16
17616,20616,2,175
17617,20617,3,170
17618,20618,0,71
17619,20619,2,75
17620,20620,2,102
17621,20621,0,127
17622,20622,1,151
17623,20623,3,162
17624,20624,0,58
17625,20625,1,17
17626,20626,3,141
17627,20627,0,18
17628,20628,2,81
17629,20629,2,75
17630,20630,0,160
17631,20631,1,76
17632,20632,1,162
17633,20633,1,153
17634,20634,3,32
17635,20635,1,102
17636,20636,0,105
17637,20637,2,82
17638,20638,3,164
17639,20639,0,39
17640,20640,1,147
17641,20641,0,72
17642,20642,2,66
17643,20643,1,77
17644,20644,1,88
17645,20645,1,49
17646,20646,3,20
17647,20647,3,132
17648,20648,2,113
17649,20649,1,68
17650,20650,3,123
17651,20651,1,15
17652,20652,0,130
17653,20653,2,147
17654,20654,1,76
17655,20655,0,144
17656,20656,2,125
17657,20657,2,117
17658,20658,1,114
17659,20659,0,103
17660,20660,2,67
17661,20661,3,94
17662,20662,2,28
17663,20663,0,93
17664,20664,2,131
17665,20665,2,113
17666,20666,2,149
17667,20667,0,178
17668,20668,1,134
17669,20669,1,64
17670,20670,0,112
17671,20671,3,147
17672,20672,3,110
17673,20673,0,15
17674,20674,0,52
17675,20675,1,111
17676,20676,0,29
17677,20677,3,127
17678,20678,0,104
17679,20679,1,37
17680,20680,0,119
17681,20681,1,87
17682,20682,1,82
17683,20683,1,119
17684,20684,3,55
17685,20685,1,91
17686,20686,2,32
17687,20687,2,134
17688,20688,3,30
17689,20689,0,175
17690,20690,3,72
17691,20691,2,86
17692,20692,3,106
17693,20693,1,27
17694,20694,3,16
17695,20695,1,15
17696,20696,3,43
17697,20697,0,106
17698,20698,0,169
17699,20699,1,73
17700,20700,2,109
17701,20701,3,85
17702,20702,0,96
17703,20703,3,161
17704,20704,0,21
17705,20705,1,66
17706,20706,3,94
17707,20707,0,126
17708,20708,1,66
17709,20709,1,146
17710,20710,2,134
17711,20711,3,140
17712,20712,2,173
17713,20713,2,175
17714,20714,1,67
17715,20715,0,151
17716,20716,3,49
17717,20717,1,144
17718,20718,2,151
17719,20719,0,80
17720,20720,0,31
17721,20721,2,67
17722,20722,3,35
17723,20723,3,91
17724,20724,2,131
17725,20725,3,140
17726,20726,1,101
17727,20727,0,113
17728,20728,2,41
17729,20729,1,101
17730,20730,1,121
17731,20731,0,42
17732,20732,0,128
17733,20733,3,156
17734,20734,3,135
17735,20735,3,178
17736,20736,1,22
17737,20737,0,165
17738,20738,0,71
17739,20739,3,164
17740,20740,3,49
17741,20741,0,61
17742,20742,2,163
17743,20743,3,143
17744,20744,1,28
17745,20745,3,177
17746,20746,1,16
17747,20747,2,119
17748,20748,0,64
17749,20749,3,50
17750,20750,1,165
17751,20751,1,16
17752,20752,2,111
17753,20753,2,107
17754,20754,2,73
17755,20755,0,26
17756,20756,0,145
17757,20757,1,58
17758,20758,2,166
17759,20759,1,178
17760,20760,0,119
17761,20761,1,71
17762,20762,0,139
17763,20763,1,105
17764,20764,1,120
17765,20765,0,41
17766,20766,3,130
17767,20767,1,156
17768,20768,1,53
17769,20769,1,126
17770,20770,1,109
17771,20771,2,41
17772,20772,1,163
17773,20773,0,51
17774,20774,2,89
17775,20775,1,29
17776,20776,3,35
17777,20777,3,130
17778,20778,2,175
17779,20779,2,22
17780,20780,1,45
17781,20781,0,29
17782,20782,3,59
17783,20783,0,77
17784,20784,1,105
17785,20785,1,140
17786,20786,3,62
17787,20787,2,16
17788,20788,0,176
17789,20789,0,175
17790,20790,2,19
17791,20791,2,120
17792,20792,1,106
17793,20793,3,36
17794,20794,3,25
17795,20795,2,83
17796,20796,3,71
17797,20797,3,171
17798,20798,0,172
17799,20799,0,107
17800,20800,0,42
17801,20801,1,50
17802,20802,0,179
17803,20803,0,31
17804,20804,1,108
17805,20805,3,173
17806,20806,2,49
17807,20807,3,50
17808,20808,1,106
17809,20809,0,63
17810,20810,0,175
17811,20811,0,24
17812,20812,1,92
17813,20813,1,127
17814,20814,1,164
17815,20815,3,20
17816,20816,1,85
17817,20817,2,86
17818,20818,0,108
17819,20819,1,75
17820,20820,3,122
17821,20821,1,178
17822,20822,2,55
17823,20823,1,26
17824,20824,1,135
17825,20825,3,114
17826,20826,0,157
17827,20827,1,128
17828,20828,1,92
17829,20829,1,99
17830,20830,1,54
17831,20831,2,68
17832,20832,0,88
17833,20833,3,42
17834,20834,0,168
17835,20835,3,138
17836,20836,2,91
17837,20837,3,151
17838,20838,0,87
17839,20839,2,102
17840,20840,0,25
17841,20841,1,138
17842,20842,0,119
17843,20843,0,55
17844,20844,3,65
17845,20845,0,105
17846,20846,2,40
17847,20847,2,159
17848,20848,3,142
17849,20849,0,74
17850,20850,0,172
17851,20851,2,141
17852,20852,0,29
17853,20853,1,52
17854,20854,1,60
17855,20855,3,44
17856,20856,0,88
17857,20857,3,151
17858,20858,3,156
17859,20859,0,96
17860,20860,3,76
17861,20861,1,147
17862,20862,2,118
17863,20863,1,62
17864,20864,2,78
17865,20865,3,35
17866,20866,0,167
17867,20867,2,31
17868,20868,0,53
17869,20869,1,120
17870,20870,3,114
17871,20871,2,83
17872,20872,3,125
17873,20873,3,157
17874,20874,1,39
17875,20875,1,167
17876,20876,1,135
17877,20877,2,63
17878,20878,0,164
17879,20879,0,73
17880,20880,0,106
17881,20881,1,32
17882,20882,3,104
17883,20883,0,29
17884,20884,0,168
17885,20885,1,29
17886,20886,2,83
17887,20887,1,20
17888,20888,3,158
17889,20889,3,152
17890,20890,1,44
17891,20891,0,89
17892,20892,2,47
17893,20893,3,104
17894,20894,1,79
17895,20895,0,128
17896,20896,2,151
17897,20897,3,105
17898,20898,1,23
17899,20899,0,153
17900,20900,0,21
17901,20901,1,171
17902,20902,1,87
17903,20903,0,179
17904,20904,3,79
17905,20905,0,138
17906,20906,3,109
17907,20907,1,43
17908,20908,3,154
17909,20909,0,129
17910,20910,3,69
17911,20911,1,102
17912,20912,3,83
17913,20913,2,68
17914,20914,3,162
17915,20915,0,73
17916,20916,0,46
17917,20917,2,60
17918,20918,0,61
17919,20919,3,135
17920,20920,2,17
17921,20921,0,131
17922,20922,0,45
17923,20923,3,138
17924,20924,0,171
17925,20925,0,99
17926,20926,1,102
17927,20927,3,159
17928,20928,1,134
17929,20929,3,74
17930,20930,2,53
17931,20931,2,32
17932,20932,2,147
17933,20933,0,54
17934,20934,1,102
17935,20935,1,27
17936,20936,3,70
17937,20937,0,111
17938,20938,1,155
17939,20939,1,60
17940,20940,2,119
17941,20941,0,22
17942,20942,3,161
17943,20943,2,143
17944,20944,3,146
17945,20945,3,42
17946,20946,1,45
17947,20947,3,106
17948,20948,3,105
17949,20949,3,17
17950,20950,0,30
17951,20951,1,79
17952,20952,3,37
17953,20953,1,105
17954,20954,1,146
17955,20955,1,72
17956,20956,0,36
17957,20957,3,84
17958,20958,3,43
17959,20959,0,61
17960,20960,2,107
17961,20961,2,98
17962,20962,1,33
17963,20963,2,118
17964,20964,1,51
17965,20965,0,36
17966,20966,3,163
17967,20967,2,92
17968,20968,2,164
17969,20969,2,26
17970,20970,3,160
17971,20971,3,154
17972,20972,0,115
17973,20973,1,53
17974,20974,3,137
17975,20975,3,160
17976,20976,3,80
17977,20977,2,48
17978,20978,2,175
17979,20979,1,159
17980,20980,0,45
17981,20981,0,47
17982,20982,0,46
17983,20983,2,124
17984,20984,1,64
17985,20985,1,23
17986,20986,0,98
17987,20987,1,44
17988,20988,1,167
17989,20989,1,28
17990,20990,3,140
17991,20991,2,89
17992,20992,3,19
17993,20993,1,20
17994,20994,3,167
17995,20995,2,138
17996,20996,1,31
17997,20997,2,174
17998,20998,1,51
17999,20999,0,16
18000,21000,2,135
18001,21001,2,116
18002,21002,1,99
18003,21003,3,146
18004,21004,0,67
18005,21005,0,131
18006,21006,1,110
18007,21007,3,46
18008,21008,0,38
18009,21009,2,120
18010,21010,3,117
18011,21011,3,77
18012,21012,3,48
18013,21013,1,66
18014,21014,2,129
18015,21015,1,80
18016,21016,1,71
18017,21017,1,135
18018,21018,3,166
18019,21019,3,69
18020,21020,0,137
18021,21021,2,109
18022,21022,3,124
18023,21023,3,58
18024,21024,1,36
18025,21025,2,74
18026,21026,1,17
18027,21027,0,78
18028,21028,3,103
18029,21029,2,16
18030,21030,1,119
18031,21031,2,90
18032,21032,3,136
18033,21033,1,124
18034,21034,0,146
18035,21035,3,106
18036,21036,2,38
18037,21037,0,151
18038,21038,3,25
18039,21039,0,56
18040,21040,2,62
18041,21041,1,110
18042,21042,0,36
18043,21043,2,161
18044,21044,3,148
18045,21045,0,91
18046,21046,0,36
18047,21047,0,60
18048,21048,0,173
18049,21049,2,127
18050,21050,1,156
18051,21051,3,55
18052,21052,0,134
18053,21053,3,22
18054,21054,0,50
18055,21055,1,69
18056,21056,1,79
18057,21057,3,122
18058,21058,3,88
18059,21059,0,85
18060,21060,0,158
18061,21061,2,108
18062,21062,2,69
18063,21063,1,156
18064,21064,3,142
18065,21065,3,157
18066,21066,0,68
18067,21067,3,47
18068,21068,3,88
18069,21069,3,27
18070,21070,3,152
18071,21071,2,130
18072,21072,3,68
18073,21073,1,119
18074,21074,0,177
18075,21075,1,62
18076,21076,3,120
18077,21077,1,25
18078,21078,1,87
18079,21079,2,42
18080,21080,0,173
18081,21081,3,104
18082,21082,2,179
18083,21083,1,128
18084,21084,3,167
18085,21085,3,167
18086,21086,3,165
18087,21087,3,83
18088,21088,1,103
18089,21089,0,168
18090,21090,1,82
18091,21091,1,15
18092,21092,2,153
18093,21093,1,170
18094,21094,0,166
18095,21095,0,160
18096,21096,3,18
18097,21097,1,141
18098,21098,1,137
18099,21099,1,118
18100,21100,0,146
18101,21101,2,91
18102,21102,1,102
18103,21103,0,40
18104,21104,2,178
18105,21105,1,34
18106,21106,2,127
18107,21107,1,90
18108,21108,1,82
18109,21109,3,173
18110,21110,1,59
18111,21111,3,142
18112,21112,0,161
18113,21113,1,104
18114,21114,1,74
18115,21115,0,135
18116,21116,2,32
18117,21117,3,29
18118,21118,3,135
18119,21119,3,45
18120,21120,0,164
18121,21121,1,82
18122,21122,3,171
18123,21123,0,123
18124,21124,3,121
18125,21125,2,166
18126,21126,0,130
18127,21127,2,130
18128,21128,3,160
18129,21129,1,98
18130,21130,3,160
18131,21131,1,121
18132,21132,2,170
18133,21133,0,132
18134,21134,1,83
18135,21135,2,169
18136,21136,3,133
18137,21137,0,25
18138,21138,2,165
18139,21139,1,158
18140,21140,0,24
18141,21141,3,31
18142,21142,0,121
18143,21143,2,34
18144,21144,1,152
18145,21145,2,97
18146,21146,3,175
18147,21147,3,73
18148,21148,1,123
18149,21149,3,58
18150,21150,1,16
18151,21151,1,99
18152,21152,1,84
18153,21153,0,87
18154,21154,1,121
18155,21155,3,96
18156,21156,3,114
18157,21157,2,43
18158,21158,2,89
18159,21159,0,139
18160,21160,0,103
18161,21161,1,59
18162,21162,2,97
18163,21163,2,49
18164,21164,0,85
18165,21165,3,124
18166,21166,0,83
18167,21167,2,73
18168,21168,1,43
18169,21169,3,145
18170,21170,2,74
18171,21171,1,65
18172,21172,2,162
18173,21173,2,140
18174,21174,2,77
18175,21175,0,19
18176,21176,1,64
18177,21177,1,24
18178,21178,0,119
18179,21179,3,20
18180,21180,3,154
18181,21181,0,158
18182,21182,2,142
18183,21183,3,123
18184,21184,0,88
18185,21185,1,38
18186,21186,0,82
18187,21187,1,85
18188,21188,1,56
18189,21189,3,54
18190,21190,1,121
18191,21191,3,84
18192,21192,0,77
18193,21193,3,157
18194,21194,2,123
18195,21195,1,156
18196,21196,3,64
18197,21197,3,76
18198,21198,2,22
18199,21199,3,19
18200,21200,3,101
18201,21201,2,126
18202,21202,3,57
18203,21203,0,35
18204,21204,2,63
18205,21205,2,33
18206,21206,2,82
18207,21207,1,42
18208,21208,0,82
18209,21209,1,101
18210,21210,0,134
18211,21211,0,108
18212,21212,3,174
18213,21213,0,110
18214,21214,1,97
18215,21215,0,162
18216,21216,0,135
18217,21217,3,95
18218,21218,3,163
18219,21219,0,111
18220,21220,3,111
18221,21221,2,149
18222,21222,2,163
18223,21223,3,19
18224,21224,2,179
18225,21225,0,46
18226,21226,0,133
18227,21227,1,97
18228,21228,2,64
18229,21229,0,98
18230,21230,1,76
18231,21231,1,70
18232,21232,3,166
18233,21233,1,176
18234,21234,0,108
18235,21235,0,163
18236,21236,0,125
18237,21237,3,52
18238,21238,0,22
18239,21239,0,96
18240,21240,0,149
18241,21241,2,139
18242,21242,1,95
18243,21243,1,87
18244,21244,0,92
18245,21245,3,23
18246,21246,1,101
18247,21247,0,98
18248,21248,0,177
18249,21249,0,50
18250,21250,0,41
18251,21251,2,37
18252,21252,0,68
18253,21253,0,51
18254,21254,0,65
18255,21255,2,169
18256,21256,3,135
18257,21257,0,168
18258,21258,1,102
18259,21259,0,124
18260,21260,1,140
18261,21261,2,21
18262,21262,0,153
18263,21263,1,140
18264,21264,3,126
18265,21265,2,139
18266,21266,0,164
18267,21267,1,97
18268,21268,2,50
18269,21269,1,51
18270,21270,0,93
18271,21271,2,158
18272,21272,2,144
18273,21273,1,170
18274,21274,1,30
18275,21275,3,71
18276,21276,1,47
18277,21277,1,123
18278,21278,3,155
18279,21279,3,36
18280,21280,3,34
18281,21281,2,45
18282,21282,0,159
18283,21283,3,138
18284,21284,0,88
18285,21285,1,23
18286,21286,2,177
18287,21287,1,44
18288,21288,2,173
18289,21289,1,175
18290,21290,2,34
18291,21291,1,83
18292,21292,1,38
18293,21293,2,110
18294,21294,0,150
18295,21295,2,142
18296,21296,2,156
18297,21297,2,22
18298,21298,0,131
18299,21299,2,108
18300,21300,0,98
18301,21301,0,113
18302,21302,2,61
18303,21303,3,76
18304,21304,3,71
18305,21305,0,75
18306,21306,2,28
18307,21307,3,49
18308,21308,3,113
18309,21309,3,102
18310,21310,2,98
18311,21311,1,124
18312,21312,1,85
18313,21313,3,66
18314,21314,0,84
18315,21315,3,76
18316,21316,2,100
18317,21317,2,132
18318,21318,3,133
18319,21319,2,148
18320,21320,1,100
18321,21321,2,121
18322,21322,2,39
18323,21323,1,123
18324,21324,2,169
18325,21325,0,89
18326,21326,0,149
18327,21327,3,127
18328,21328,3,44
18329,21329,1,129
18330,21330,2,169
18331,21331,3,170
18332,21332,3,150
18333,21333,0,46
18334,21334,2,111
18335,21335,2,125
18336,21336,2,63
18337,21337,0,59
18338,21338,1,109
18339,21339,0,111
18340,21340,2,33
18341,21341,1,29
18342,21342,2,130
18343,21343,0,168
18344,21344,1,48
18345,21345,1,36
18346,21346,2,23
18347,21347,1,61
18348,21348,3,55
18349,21349,3,82
18350,21350,2,76
18351,21351,2,16
18352,21352,3,78
18353,21353,1,16
18354,21354,1,119
18355,21355,0,101
18356,21356,3,91
18357,21357,3,63
18358,21358,1,76
18359,21359,2,16
18360,21360,3,85
18361,21361,1,160
18362,21362,2,137
18363,21363,0,16
18364,21364,3,76
18365,21365,2,133
18366,21366,2,98
18367,21367,3,59
18368,21368,3,61
18369,21369,3,71
18370,21370,0,90
18371,21371,3,174
18372,21372,0,103
18373,21373,1,173
18374,21374,0,130
18375,21375,0,163
18376,21376,2,50
18377,21377,0,148
18378,21378,2,165
18379,21379,1,79
18380,21380,2,93
18381,21381,1,15
18382,21382,2,39
18383,21383,0,27
18384,21384,0,69
18385,21385,2,129
18386,21386,0,81
18387,21387,0,147
18388,21388,1,169
18389,21389,3,23
18390,21390,3,123
18391,21391,1,134
18392,21392,0,135
18393,21393,3,115
18394,21394,3,124
18395,21395,1,73
18396,21396,3,133
18397,21397,2,30
18398,21398,1,171
18399,21399,1,72
18400,21400,3,161
18401,21401,0,160
18402,21402,2,116
18403,21403,2,138
18404,21404,2,107
18405,21405,2,128
18406,21406,0,86
18407,21407,2,94
18408,21408,2,106
18409,21409,1,159
18410,21410,1,177
18411,21411,3,109
18412,21412,2,90
18413,21413,1,31
18414,21414,3,139
18415,21415,1,178
18416,21416,1,122
18417,21417,2,37
18418,21418,3,162
18419,21419,0,67
18420,21420,0,39
18421,21421,3,66
18422,21422,1,70
18423,21423,2,158
18424,21424,0,128
18425,21425,2,81
18426,21426,3,80
18427,21427,1,149
18428,21428,3,101
18429,21429,2,77
18430,21430,3,102
18431,21431,1,103
18432,21432,1,114
18433,21433,0,133
18434,21434,2,16
18435,21435,2,71
18436,21436,2,79
18437,21437,0,145
18438,21438,0,40
18439,21439,2,46
18440,21440,0,123
18441,21441,0,162
18442,21442,3,24
18443,21443,0,105
18444,21444,0,158
18445,21445,1,73
18446,21446,3,84
18447,21447,3,89
18448,21448,3,78
18449,21449,1,117
18450,21450,0,73
18451,21451,3,103
18452,21452,2,155
18453,21453,0,61
18454,21454,3,39
18455,21455,0,175
18456,21456,0,126
18457,21457,3,104
18458,21458,3,62
18459,21459,1,109
18460,21460,1,95
18461,21461,2,151
18462,21462,0,105
18463,21463,0,59
18464,21464,3,39
18465,21465,2,129
18466,21466,3,99
18467,21467,2,97
18468,21468,2,87
18469,21469,1,95
18470,21470,1,108
18471,21471,1,69
18472,21472,1,135
18473,21473,1,164
18474,21474,0,57
18475,21475,3,159
18476,21476,0,45
18477,21477,3,145
18478,21478,1,114
18479,21479,1,139
18480,21480,1,70
18481,21481,2,26
18482,21482,0,104
18483,21483,3,161
18484,21484,1,131
18485,21485,0,139
18486,21486,1,96
18487,21487,2,129
18488,21488,1,117
18489,21489,1,29
18490,21490,0,122
18491,21491,3,127
18492,21492,1,140
18493,21493,1,50
18494,21494,1,102
18495,21495,3,35
18496,21496,0,68
18497,21497,1,79
18498,21498,2,102
18499,21499,1,130
18500,21500,1,155
18501,21501,3,79
18502,21502,0,137
18503,21503,3,76
18504,21504,0,132
18505,21505,2,165
18506,21506,1,64
18507,21507,1,175
18508,21508,1,82
18509,21509,0,18
18510,21510,3,119
18511,21511,1,89
18512,21512,2,178
18513,21513,3,85
18514,21514,2,169
18515,21515,2,31
18516,21516,0,137
18517,21517,2,134
18518,21518,3,132
18519,21519,0,44
18520,21520,3,79
18521,21521,2,137
18522,21522,0,43
18523,21523,2,73
18524,21524,3,54
18525,21525,3,28
18526,21526,0,175
18527,21527,0,136
18528,21528,0,122
18529,21529,3,126
18530,21530,3,70
18531,21531,3,120
18532,21532,1,97
18533,21533,2,148
18534,21534,3,16
18535,21535,3,54
18536,21536,3,171
18537,21537,3,176
18538,21538,2,109
18539,21539,0,18
18540,21540,3,153
18541,21541,3,110
18542,21542,3,99
18543,21543,1,55
18544,21544,2,36
18545,21545,2,169
18546,21546,0,41
18547,21547,0,111
18548,21548,1,150
18549,21549,2,138
18550,21550,3,149
18551,21551,2,75
18552,21552,3,83
18553,21553,3,173
18554,21554,0,54
18555,21555,0,116
18556,21556,2,130
18557,21557,3,176
18558,21558,3,48
18559,21559,3,153
18560,21560,2,43
18561,21561,2,86
18562,21562,0,34
18563,21563,0,145
18564,21564,0,78
18565,21565,2,165
18566,21566,2,59
18567,21567,2,110
18568,21568,1,89
18569,21569,2,105
18570,21570,2,133
18571,21571,1,161
18572,21572,1,114
18573,21573,0,59
18574,21574,0,72
18575,21575,3,38
18576,21576,2,116
18577,21577,2,106
18578,21578,2,62
18579,21579,0,121
18580,21580,3,69
18581,21581,3,150
18582,21582,0,33
18583,21583,0,159
18584,21584,2,91
18585,21585,2,37
18586,21586,1,127
18587,21587,1,111
18588,21588,1,126
18589,21589,1,77
18590,21590,1,117
18591,21591,0,16
18592,21592,2,146
18593,21593,3,132
18594,21594,2,85
18595,21595,3,149
18596,21596,1,173
18597,21597,0,136
18598,21598,0,67
18599,21599,2,172
18600,21600,2,89
18601,21601,2,17
18602,21602,1,19
18603,21603,1,48
18604,21604,1,23
18605,21605,0,113
18606,21606,3,108
18607,21607,2,48
18608,21608,2,77
18609,21609,1,97
18610,21610,3,64
18611,21611,3,147
18612,21612,3,161
18613,21613,1,91
18614,21614,2,78
18615,21615,0,149
18616,21616,0,97
18617,21617,1,75
18618,21618,0,26
18619,21619,1,117
18620,21620,3,27
18621,21621,2,89
18622,21622,1,49
18623,21623,0,80
18624,21624,3,24
18625,21625,2,105
18626,21626,0,101
18627,21627,2,116
18628,21628,3,35
18629,21629,2,20
18630,21630,3,36
18631,21631,2,16
18632,21632,1,115
18633,21633,0,65
18634,21634,0,92
18635,21635,2,135
18636,21636,1,93
18637,21637,3,68
18638,21638,3,149
18639,21639,1,113
18640,21640,1,94
18641,21641,2,44
18642,21642,2,48
18643,21643,2,151
18644,21644,3,169
18645,21645,2,147
18646,21646,0,179
18647,21647,2,113
18648,21648,3,60
18649,21649,3,65
18650,21650,3,179
18651,21651,0,125
18652,21652,2,47
18653,21653,0,107
18654,21654,2,68
18655,21655,0,26
18656,21656,2,149
18657,21657,3,170
18658,21658,2,163
18659,21659,3,112
18660,21660,1,74
18661,21661,0,165
18662,21662,2,62
18663,21663,0,118
18664,21664,1,105
18665,21665,2,44
18666,21666,1,158
18667,21667,0,139
18668,21668,1,127
18669,21669,1,128
18670,21670,3,172
18671,21671,0,154
18672,21672,0,58
18673,21673,2,125
18674,21674,0,55
18675,21675,2,60
18676,21676,2,46
18677,21677,1,26
18678,21678,2,36
18679,21679,0,118
18680,21680,2,97
18681,21681,1,112
18682,21682,3,117
18683,21683,1,165
18684,21684,0,95
18685,21685,3,88
18686,21686,1,65
18687,21687,0,174
18688,21688,0,128
18689,21689,3,75
18690,21690,2,112
18691,21691,3,163
18692,21692,0,60
18693,21693,3,76
18694,21694,3,41
18695,21695,1,127
18696,21696,1,142
18697,21697,3,143
18698,21698,2,95
18699,21699,2,145
18700,21700,1,170
18701,21701,1,45
18702,21702,2,105
18703,21703,2,83
18704,21704,3,110
18705,21705,1,100
18706,21706,1,77
18707,21707,2,38
18708,21708,1,116
18709,21709,0,105
18710,21710,3,87
18711,21711,0,148
18712,21712,2,26
18713,21713,3,95
18714,21714,3,168
18715,21715,2,101
18716,21716,3,169
18717,21717,1,159
18718,21718,0,127
18719,21719,0,64
18720,21720,2,159
18721,21721,2,40
18722,21722,3,113
18723,21723,0,138
18724,21724,2,167
18725,21725,2,103
18726,21726,0,79
18727,21727,0,63
18728,21728,0,54
18729,21729,3,122
18730,21730,0,178
18731,21731,3,22
18732,21732,2,110
18733,21733,2,75
18734,21734,1,127
18735,21735,2,162
18736,21736,0,17
18737,21737,2,169
18738,21738,2,65
18739,21739,2,109
18740,21740,2,84
18741,21741,3,154
18742,21742,2,144
18743,21743,3,74
18744,21744,1,41
18745,21745,0,123
18746,21746,3,139
18747,21747,0,84
18748,21748,3,126
18749,21749,0,80
18750,21750,2,50
18751,21751,2,33
18752,21752,1,136
18753,21753,1,129
18754,21754,0,68
18755,21755,2,56
18756,21756,0,60
18757,21757,3,37
18758,21758,1,142
18759,21759,1,65
18760,21760,0,26
18761,21761,3,87
18762,21762,0,32
18763,21763,3,96
18764,21764,1,142
18765,21765,1,16
18766,21766,1,74
18767,21767,1,122
18768,21768,0,108
18769,21769,0,146
18770,21770,3,58
18771,21771,3,173
18772,21772,0,87
18773,21773,1,160
18774,21774,3,50
18775,21775,0,125
18776,21776,1,159
18777,21777,1,57
18778,21778,1,92
18779,21779,3,24
18780,21780,1,122
18781,21781,3,70
18782,21782,0,72
18783,21783,3,79
18784,21784,2,89
18785,21785,2,139
18786,21786,0,164
18787,21787,3,169
18788,21788,2,142
18789,21789,0,176
18790,21790,1,36
18791,21791,2,64
18792,21792,2,161
18793,21793,2,173
18794,21794,1,136
18795,21795,1,117
18796,21796,2,29
18797,21797,2,66
18798,21798,3,134
18799,21799,3,35
18800,21800,1,145
18801,21801,1,46
18802,21802,3,148
18803,21803,3,43
18804,21804,2,103
18805,21805,0,104
18806,21806,3,100
18807,21807,2,71
18808,21808,1,20
18809,21809,2,26
18810,21810,1,44
18811,21811,3,96
18812,21812,2,50
18813,21813,1,58
18814,21814,1,114
18815,21815,2,119
18816,21816,1,70
18817,21817,0,125
18818,21818,1,153
18819,21819,0,103
18820,21820,2,32
18821,21821,1,127
18822,21822,1,60
18823,21823,1,85
18824,21824,3,148
18825,21825,1,25
18826,21826,3,119
18827,21827,2,128
18828,21828,1,157
18829,21829,3,136
18830,21830,0,26
18831,21831,1,76
18832,21832,1,57
18833,21833,1,151
18834,21834,3,67
18835,21835,3,66
18836,21836,0,161
18837,21837,0,137
18838,21838,0,30
18839,21839,1,56
18840,21840,2,105
18841,21841,1,53
18842,21842,0,32
18843,21843,2,81
18844,21844,2,167
18845,21845,1,62
18846,21846,1,91
18847,21847,3,142
18848,21848,1,79
18849,21849,1,116
18850,21850,3,64
18851,21851,0,109
18852,21852,1,66
18853,21853,2,85
18854,21854,2,107
18855,21855,1,46
18856,21856,1,126
18857,21857,1,29
18858,21858,0,169
18859,21859,1,163
18860,21860,1,162
18861,21861,0,136
18862,21862,2,40
18863,21863,3,25
18864,21864,2,133
18865,21865,3,114
18866,21866,3,94
18867,21867,1,42
18868,21868,1,171
18869,21869,1,167
18870,21870,1,75
18871,21871,0,164
18872,21872,0,131
18873,21873,3,49
18874,21874,3,151
18875,21875,1,78
18876,21876,2,126
18877,21877,2,172
18878,21878,1,39
18879,21879,1,80
18880,21880,2,119
18881,21881,0,148
18882,21882,1,37
18883,21883,2,168
18884,21884,0,26
18885,21885,1,177
18886,21886,0,131
18887,21887,1,129
18888,21888,0,52
18889,21889,3,91
18890,21890,1,88
18891,21891,0,150
18892,21892,2,56
18893,21893,3,136
18894,21894,0,88
18895,21895,1,108
18896,21896,3,172
18897,21897,3,64
18898,21898,2,107
18899,21899,2,163
18900,21900,0,76
18901,21901,1,150
18902,21902,2,124
18903,21903,1,66
18904,21904,3,127
18905,21905,1,31
18906,21906,1,137
18907,21907,3,24
18908,21908,2,21
18909,21909,2,80
18910,21910,0,46
18911,21911,1,120
18912,21912,3,100
18913,21913,0,36
18914,21914,3,140
18915,21915,0,23
18916,21916,3,97
18917,21917,3,35
18918,21918,2,88
18919,21919,2,168
18920,21920,3,73
